,user_name,teks
0,SebastianEdo4,Demokrat salurkan bantuan kepada keluarga korban Tragedi Kanjuruhan Malang. #DemokratPeduliBerbagi AHY Pemimpin Mendunia https://t.co/HDJrbIv93e
1,RizkiPrtmP,Kasian itu sama korban dan keluarga tragedi kanjuruhan yg belum dapat keadilannya ! https://t.co/wdTXEBcQKU
2,temmyiindra,@hehehe25s @iIhamzada Moggo mas https://t.co/SmZ7Kd8kPV
3,iki_jipo,"RT @AREMA1986Merch: Cuaca Malang Cukup Cerah...

-Usut Tuntas Tragedi Kanjuruhan- https://t.co/w4o20kgfA7"
4,wahyusuarez2,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
5,ikromzzzzzt,@jawafess Ngene iki maleh eling tragedi kanjuruhan 😞
6,gakjaditaruna,RT @cityguide911fm: Kejati Tolak Berkas Perkara Tragedi Kanjuruhan Karena Polisi Tidak Menyertakan Pasal Pembunuhan https://t.co/sSxJaebnOF
7,NightberryRose,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
8,KopiiiPaittt,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
9,bekkobeb,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
10,budi_kuntarto,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
11,BaasithIbnu,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
12,KartinaSukawati,"Demokrat salurkan bantuan kpd keluarga korban Tragedi Kanjuruhan Malang. 
#DemokratPeduliBerbagi
AHY Pemimpin Mendunia
#2024BarengAHY
  https://t.co/3YvgGDPNMC"
13,insunpredator,"RT @fim_mifta: Dari apa yang terjadi dalam Tragedi Kanjuruhan, perbaikan apa sih yang sudah dilakukan federasi dan operator kompetisi, kok…"
14,kmpltn,"RT @Tommy_desky: Bisnis di Balik Tragedi Kanjuruhan.

Karni Ilyas, Pemred TvOne : 'Kenapa kita bahas, karena ternyata ada kira-kira 250 mil…"
15,Haryanto7304wae,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
16,Sand_The_Dragon,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
17,rossypauzi,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
18,NatizenRi,Demokrat salurkan bantuan kepada keluarga korban Tragedi Kanjuruhan Malang. #DemokratPeduliBerbagi AHY Pemimpin Mendunia https://t.co/qh5TrJmpma
