,user_name,teks
0,sigitprsty_,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
1,RegaUlin,"@ZoelWanF @detikcom @KomnasHAM Laah Komnas Ham kan sdh jlas mnjlaskn bhw fans Arema turun klapangan bkn utk bikin rusuh tpi utk memnyemangati pemain. Krusuhan trjadi saat pnmbakan Gas Air Mata ke Tribun krn bamnyaknya fans turun ke Tribun utk mnyemangati timnya tapi dkira mau bikin rusuh, krnya Ada tmbakn Gas"
2,khamdasulthoni_,"Para pemain arema, soal rusuh tentang memukul pemain juga banyak, dan para polisi aparat TNI langsung bertindak tegas agar tak terjadi kerusuhan disini juga saya setuju.
Yang kedua tentang gas air mata, banyak banget timbul pertanyaan tentang gas air mata di kepala saya"
3,MalikiAdd,"Mohon maaf pak. Dari kesaksian supporter dan Video² amatir yang beredar. Tidak ada supporter yg mengejar pemain Persebaya, karena pemain langsung masuk. Dan mengejar oemain arema untuk memeluk bukan rusuh.
@mohmahfudmd Njenengan dapat info demikian dari siapa nggeh pak? https://t.co/cTnozT8VV9"
4,ardhani83,"RT @AbroriMochamad: @ardhani83 @ImamWaros Ga bakalan, iniloh 15 april 2018 saya dikanjuruhan juga rusuh waktu lawan persib.ambulance hilir…"
5,AbroriMochamad,"@ardhani83 @ImamWaros Ga bakalan, iniloh 15 april 2018 saya dikanjuruhan juga rusuh waktu lawan persib.ambulance hilir mudik bawa org pingsan.sekitar jam 9 malam sampe jam 11 malam,fans arema cegat kendaraan pemain persib. https://t.co/jUFTkOm4An"
6,SimbolonBilma,@keuangannews_id Satu stadion katanya hanya suporter Arema. Mungkinkah sesama mereka saling rusuh?
7,Daniel42078967,@Bola_Jakarta Kalo Arema Nia terima kekalahan dan gak rusuh juga gas Aer mata gak bakal ditembakan
8,Deadly39998433,"@Pencerah___ Kalian sdh benar, bermain sportif untuk menang, krn itulah tujuan bertanding adalah menang. Seandainya mrk menang pun mrk akan rusuh juga utk melampiaskan kesenangannya. Bubarkan arema fc."
9,Bule_Chan,"RT @ionhamzah: Persebaya kalah, bonek turun ke lapangan, rusuh, tidak ada tembakan gas air mata, tidak ada yg meninggal

Arema kalah, arema…"
10,ek_prasw,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
11,diekina25aja,"RT @Pineapplecute_: Nanti-nanti mah kalau musim depan laga derby kaya Persib vs Persija terus Persebaya vs Arema dls, mending gausah ada pe…"
12,arkanantaaaa,@longaway__ @arkiii7777 @registaco oalah jadi skrg aturan boleh loncat masuk ke lapangan ya?? jadi udah ngga dianggap rusuh sip sip dah fans arema mmg paling pinter dah
13,yamchakep,RT @Ahmadi38233515: @registaco Arema ndak tahu malu sudah rusuh cari panggung pula
14,warisanebapak,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
